Protein	Gene	Cluster	Complex	Detected	Abundance_Change	LiP_Change	FiLiP_Change	high_confidence_FiLiP	Gcn5_target	SAGA_transcript
P36094	SPC42	2	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53865	CNM67	2	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P34241	URB1	63	NOP8 60s ribosome pre-assembly complex|1|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P47108	URB2	63	NOP8 60s ribosome pre-assembly complex|1|5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53734	DBP6	63	NOP8 60s ribosome pre-assembly complex|1|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q05942	RSA3	63	NOP8 60s ribosome pre-assembly complex|1|5	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Q08287	NOP8	63	NOP8 60s ribosome pre-assembly complex|1|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P0CS90	SSC1	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
P08964	MYO1	5	Myosin class II complex|1|3;Myosin class V complex, MYO4 variant|1|2;MIH complex|1|2;Myosin class V complex, MYO2 variant|1|1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P53141	MLC1	5	Myosin class II complex|1|3;Myosin class V complex, MYO4 variant|1|2;MIH complex|1|2;Myosin class V complex, MYO2 variant|1|1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Q06580	MLC2	5	Myosin class II complex|1|3;Myosin class V complex, MYO4 variant|1|2;MIH complex|1|2;Myosin class V complex, MYO2 variant|1|1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04439	MYO5	2	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P36006	MYO3	2	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32492	MYO4	5	Myosin class II complex|1|3;Myosin class V complex, MYO4 variant|1|2;MIH complex|1|2;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P05750	RPS3	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P05756	RPS13	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P05759	RPS31	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P25443	RPS2	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P26783	RPS5	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P38011	ASC1	81	40S cytosolic small ribosomal subunit|8|9	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P38701	RPS20	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P48589	RPS12	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Q01855	RPS15	81	40S cytosolic small ribosomal subunit|8|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P02406	RPL28	93	60S cytosolic large ribosomal subunit|5|10	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P04650	RPL39	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P05317	RPP0	93	60S cytosolic large ribosomal subunit|5|10	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P05747	RPL29	93	60S cytosolic large ribosomal subunit|5|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P14120	RPL30	93	60S cytosolic large ribosomal subunit|5|10	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P14126	RPL3	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P26321	RPL5	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P38061	RPL32	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P41805	RPL10	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P49167	RPL38	93	60S cytosolic large ribosomal subunit|5|10	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P20448	HCA4	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P25586	KRR1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
P27476	NSR1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P33201	MRT4	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P33750	SOF1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P34078	LTV1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P34247	UTP11	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P35194	UTP20	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P36009	DHR2	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36144	UTP30	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P38333	ENP1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P38712	RRP3	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38719	DBP8	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39985	POL5	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P40055	UTP7	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40079	LCP5	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P40498	UTP25	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P45818	ROK1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P47077	NOP9	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53131	PRP43	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53251	SLX9	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53317	NOP19	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53335	PXR1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P53743	ESF2	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53914	KRE33	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q03532	HAS1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q04217	ECM16	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Q04500	UTP14	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q05022	RRP5	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Q05498	FCF1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q06106	MRD1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q06287	EMG1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q06344	ESF1	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Q06506	RRP9	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07623	NOP6	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Q08492	BUD21	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12136	SAS10	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
Q12247	FYV7	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12339	UTP23	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12481	RRP36	34	Small ribosomal subunit processome, variant 1|6|47;Small ribosomal subunit processome, variant 2|6|47;Small ribosomal subunit processome, variant 3|6|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P02294	HTB2	12	RNA polymerase I upstream activating factor complex|1|6;Nucleosome, variant HTA2-HTB2|1|4;Nucleosome, variant HTA2-HTB1|1|4;Nucleosome, variant HTA1-HTB1|1|4;Nucleosome, variant HTZ1-HTB1|1|4;Nucleosome, variant HTZ1-HTB2|1|4;Nucleosome, variant HTA1-HTB2|1|4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P04912	HTA2	12	RNA polymerase I upstream activating factor complex|1|6;Nucleosome, variant HTA2-HTB2|1|4;Nucleosome, variant HTA2-HTB1|1|4;Nucleosome, variant HTA1-HTB1|1|4;Nucleosome, variant HTZ1-HTB1|1|4;Nucleosome, variant HTZ1-HTB2|1|4;Nucleosome, variant HTA1-HTB2|1|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P02293	HTB1	12	RNA polymerase I upstream activating factor complex|1|6;Nucleosome, variant HTA2-HTB2|1|4;Nucleosome, variant HTA2-HTB1|1|4;Nucleosome, variant HTA1-HTB1|1|4;Nucleosome, variant HTZ1-HTB1|1|4;Nucleosome, variant HTZ1-HTB2|1|4;Nucleosome, variant HTA1-HTB2|1|4	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
P04911	HTA1	12	RNA polymerase I upstream activating factor complex|1|6;Nucleosome, variant HTA2-HTB2|1|4;Nucleosome, variant HTA2-HTB1|1|4;Nucleosome, variant HTA1-HTB1|1|4;Nucleosome, variant HTZ1-HTB1|1|4;Nucleosome, variant HTZ1-HTB2|1|4;Nucleosome, variant HTA1-HTB2|1|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12692	HTZ1	12	RNA polymerase I upstream activating factor complex|1|6;Nucleosome, variant HTA2-HTB2|1|4;Nucleosome, variant HTA2-HTB1|1|4;Nucleosome, variant HTA1-HTB1|1|4;Nucleosome, variant HTZ1-HTB1|1|4;Nucleosome, variant HTZ1-HTB2|1|4;Nucleosome, variant HTA1-HTB2|1|4	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
Q12280	IQG1	5	Myosin class II complex|1|3;Myosin class V complex, MYO4 variant|1|2;MIH complex|1|2;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P14682	CDC34	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P52286	SKP1	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Q03899	YDR131C	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12018	CDC53	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P14907	NSP1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P20676	NUP1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P32499	NUP2	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P32500	NDC1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P34077	NIC96	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P35729	NUP120	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P36161	NUP133	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38181	NUP170	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P39685	POM152	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P39705	NUP60	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
P40064	NUP157	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P40066	GLE2	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P40368	NUP82	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40457	MLP2	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40477	NUP159	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P46673	NUP85	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
