Protein	Gene	Cluster	Complex	Detected_WT	Detected_M	Abundance_Change_WT	Abundance_Change_M	LiP_Change_WT	LiP_Change_M	FiLiP_Change_WT	FiLiP_Change_M	high_confidence_FiLiP_WT	high_confidence_FiLiP_M	Gcn5_target	SAGA_transcript
P13393	SPT15	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32333	MOT1	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P29056	BRF1	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P46678	BDP1	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P41895	TFG1	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P41896	TFG2	18	INO80 chromatin remodeling complex|2|15;NuA4 histone acetyltransferase complex|1|15;Swr1 chromatin remodelling complex|1|14;NuA3 histone acetyltransferase complex|1| 5;Transcription factor TFIIF complex|1| 3;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P09547	SWI1	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P18480	SNF5	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P18888	SNF6	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P22082	SNF2	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P32591	SWI3	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38956	SNF11	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P43554	SWP82	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53330	RTT102	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53628	SNF12	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05123	ARP9	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12406	ARP7	24	RSC complex variant RSC2|1|16;RSC complex variant RSC1|1|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38850	RTT107	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47050	RTT101	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06164	MMS22	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06211	MMS1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08273	HRT1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q01454	CTF4	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06340	ESC2	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36022	DYN1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40960	PAC11	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02647	DYN2	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04949	DYN3	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P06779	RAD7	21	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31244	RAD16	21	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53202	CUL3	21	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03071	ELC1	21	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P16140	VMA2	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P17255	VMA1	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P22203	VMA4	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P23968	VMA16	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P25515	VMA3	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31412	VMA5	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P32366	VMA6	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32610	VMA8	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
P32842	VMA11	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P37296	STV1	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39111	VMA7	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P41807	VMA13	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P48836	VMA10	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q3E7B6	VMA9	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32563	VPH1	89	Vacuolar proton translocating ATPase complex, vacuole variant|8|14;Vacuolar proton translocating ATPase complex, Golgi variant|7|14	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P07261	GCR1	26	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P11938	RAP1	26	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Q01722	GCR2	26	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53858	BNI4	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P28006	GAC1	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36047	SDS22	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P43587	YPI1	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q00816	REG1	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38232	REG2	16	SDS22-GLC7-YPI1 phosphatase complex|1|3;SDS22-GLC7 phosphatase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P09624	LPD1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39726	GCV3	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P48015	GCV1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P49095	GCV2	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P02829	HSP82	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P0CE41	HAP1	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P10591	SSA1	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P10592	SSA2	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P15108	HSC82	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P25491	YDJ1	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P25567	SRO9	177	HMC complex|6|7;HAP1 transcriptional repressor complex, SSA1 variant|3|4;HAP1 transcriptional repressor complex, SSA2 variant|3|4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P16474	KAR2	39	Luminal surveillance complex|1|3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
Q05787	HRD3	39	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q99220	YOS9	39	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P19262	KGD2	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P19955	YMR31	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P20967	KGD1	9	Mitochondrial pyruvate dehydrogenase complex|3|5;Glycine decarboxylase multienzyme complex|1|4;Mitochondrial 2-oxoglutarate dehydrogenase complex|1|4	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38996	NAB3	22	Small ribosomal subunit processome, variant 1|8|47;Small ribosomal subunit processome, variant 2|8|47;Small ribosomal subunit processome, variant 3|8|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P53617	NRD1	22	Small ribosomal subunit processome, variant 1|8|47;Small ribosomal subunit processome, variant 2|8|47;Small ribosomal subunit processome, variant 3|8|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
Q00416	SEN1	22	Small ribosomal subunit processome, variant 1|8|47;Small ribosomal subunit processome, variant 2|8|47;Small ribosomal subunit processome, variant 3|8|47;Box C/D snoRNP complex|3| 4;U4/U6.U5 tri-snRNP complex|1| 1;U4 snRNP|1| 1;U4/U6 snRNP|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32628	RAD23	23	Peptide:N-glycanase-Rad23 complex|1|2;CDC48-CDC23-UFD2 complex|1|2;Nucleotide excision repair factor 2 complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Q02890	PNG1	23	Peptide:N-glycanase-Rad23 complex|1|2;CDC48-CDC23-UFD2 complex|1|2;Nucleotide excision repair factor 2 complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25694	CDC48	42	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P54860	UFD2	23	Peptide:N-glycanase-Rad23 complex|1|2;CDC48-CDC23-UFD2 complex|1|2;Nucleotide excision repair factor 2 complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P15303	SEC23	28	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P38810	SFB3	28	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P14832	CPR1	13	SET3C histone deacetylase complex|1|7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P25357	SNT1	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36124	SET3	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38262	SIF2	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40480	HOS4	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53096	HOS2	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53685	HST1	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12446	LAS17	45	PAN1 actin cytoskeleton-regulatory complex|1|3;SLAC complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P46676	SUM1	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12192	RFM1	13	SET3C histone deacetylase complex|1|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P06787	CMD1	12	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P32380	SPC110	12	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P33419	SPC29	12	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36094	SPC42	12	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53865	CNM67	12	Spindle pole body central plaque complex|1|4;Myosin class I complex, MYO5 variant|1|2;Myosin class I complex, MYO3 variant|1|2;Myosin class V complex, MYO4 variant|1|1;Myosin class V complex, MYO2 variant|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
