bait	baitGene	prey	preyGene	Quant (SPC or Intensities)	User Controls (SPC or Intensities)	CRAP Controls (SPC)	Avg. SPC	FCA	FCB	SP	iRef	intAct	iRef-Evidence	intAct-Evidence
P32494	NGG1	P17065	SEC2	0|0|0|1	0|0|0|1	-	0.25	0.993167798815	0.888272400674	0.0	0	0	na	na
P32494	NGG1	Q12055	FAP7	1|2|2|0	17|24|19|18	-	1.25	0.110069037445	0.0974086839143	0.0	0	0	na	na
P32494	NGG1	P22696	ESS1	2|0|0|0	0|0|0|0	-	0.5	1.47889149721	1.30671452574	0.17	0	0	na	na
P32494	NGG1	P40069	KAP123	18|13|15|16	23|28|25|23	-	15.5	0.630567882918	0.614209087825	0.0	0	0	na	na
P32494	NGG1	Q06245	SEC10	1|0|0|0	7|10|6|4	-	0.25	0.160920252599	0.13745783291	0.0	0	0	na	na
P32494	NGG1	Q03761	TAF12	97|83|90|96	11|8|11|12	-	91.5	7.86723597659	7.21852638926	1.0	1	1	 || pubmed:9844640|pubmed:16554755|pubmed:12052880|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9844640|pubmed:16554755|pubmed:12052880|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P34233	ASH1	0|0|0|1	0|1|0|0	-	0.25	1.00613398472	0.902817136212	0.0	0	0	na	na
P32494	NGG1	P34237	COY1	7|3|3|4	7|9|7|12	-	4.25	0.530005576585	0.484773793619	0.0	1	1	 || pubmed:22875988 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:22875988 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q03768	GIR2	0|1|0|0	0|0|0|1	-	0.25	1.00691305809	0.895940424231	0.0	0	0	na	na
P32494	NGG1	P0C2H9	RPL31B	26|27|31|24	14|21|17|14	-	27.0	1.58406767934	1.50458228983	0.03	0	0	na	na
P32494	NGG1	P0C2H8	RPL31A	8|9|9|8	4|4|1|4	-	8.5	2.22487994415	1.89367415379	0.5	0	0	na	na
P32494	NGG1	P40495	LYS12	9|9|9|4	37|38|38|36	-	7.75	0.226167442009	0.213356050671	0.0	0	0	na	na
P32494	NGG1	P07149	FAS1	56|50|61|66	95|96|116|102	-	58.25	0.56230023327	0.537836903086	0.0	0	0	na	na
P32494	NGG1	Q07442	BDF2	2|4|1|1	0|0|0|0	-	2.0	2.99959696413	2.76448134293	0.61	0	0	na	na
P32494	NGG1	P34909	MOT2	4|4|4|10	5|11|6|7	-	5.5	0.781825364424	0.679168754343	0.0	0	0	na	na
P32494	NGG1	P38691	KSP1	78|82|83|84	2|0|2|3	-	81.75	29.2824858211	24.1018302416	1.0	0	0	na	na
P32494	NGG1	P38699	STB5	1|0|1|1	5|4|1|2	-	0.75	0.434253916522	0.35983810422	0.0	0	0	na	na
P32494	NGG1	Q06409	YLR422W	1|1|0|2	1|1|1|0	-	1.0	1.12974567584	0.922387282112	0.12	0	0	na	na
P32494	NGG1	Q06408	ARO10	1|0|0|0	5|7|5|2	-	0.25	0.216405465429	0.178204347287	0.0	0	0	na	na
P32494	NGG1	P38272	SHE3	1|0|0|0	1|3|2|0	-	0.25	0.499480163615	0.397567681697	0.0	0	0	na	na
P32494	NGG1	P09064	SUI3	28|16|20|26	4|11|5|8	-	22.5	2.91587386724	2.56521597105	0.64	0	0	na	na
P32494	NGG1	P11978	SIR4	0|0|1|0	0|0|0|1	-	0.25	0.997938482598	0.890956279014	0.0	0	0	na	na
P32494	NGG1	Q12443	RTN2	0|0|0|3	5|2|4|10	-	0.75	0.273744314968	0.188875576144	0.0	0	0	na	na
P32494	NGG1	Q12446	LAS17	0|0|1|1	1|0|0|0	-	0.5	1.18417460127	1.04739310094	0.0	0	0	na	na
P32494	NGG1	Q12447	PAA1	8|5|4|4	14|15|12|12	-	5.25	0.432608991064	0.408461572842	0.0	0	0	na	na
P32494	NGG1	P11972	SST2	2|2|1|1	3|2|3|4	-	1.5	0.617472505848	0.551587888903	0.0	0	0	na	na
P32494	NGG1	Q12449	AHA1	5|0|1|2	5|7|4|8	-	2.0	0.42028829806	0.319073651623	0.0	0	0	na	na
P32494	NGG1	P20435	RPO26	10|9|12|9	2|2|3|4	-	10.0	2.88197119112	2.65438057111	0.76	0	0	na	na
P32494	NGG1	P06782	SNF1	17|13|18|6	2|0|0|1	-	13.5	8.12325580876	6.61934698959	0.96	0	0	na	na
P32494	NGG1	P20436	RPB8	2|2|4|5	3|4|6|4	-	3.25	0.793907101947	0.706007017289	0.0	0	0	na	na
P32494	NGG1	P06787	CMD1	7|6|8|6	8|9|9|7	-	6.75	0.825732575475	0.785423972177	0.0	0	0	na	na
P32494	NGG1	P06786	TOP2	57|46|53|56	2|0|1|1	-	53.0	26.2281418523	22.4099770003	1.0	0	0	na	na
P32494	NGG1	Q08732	HRK1	10|11|16|5	4|6|6|4	-	10.5	1.89887298302	1.67885194541	0.2	0	0	na	na
P32494	NGG1	Q05050	EIS1	2|2|3|4	51|47|48|51	-	2.75	0.0734559501171	0.069377132524	0.0	0	0	na	na
P32494	NGG1	P13663	HOM2	2|3|2|2	19|17|15|15	-	2.25	0.184319523437	0.177099847461	0.0	0	0	na	na
P32494	NGG1	P38304	MED8	3|3|1|6	2|3|1|5	-	3.25	1.12419968819	0.893392201451	0.04	0	0	na	na
P32494	NGG1	P38302	NTC20	0|2|1|0	0|0|0|0	-	0.75	1.76333332385	1.57116244822	0.31	0	0	na	na
P32494	NGG1	P38301	GDT1	0|2|0|1	3|3|2|1	-	0.75	0.541710418652	0.428052801992	0.0	0	0	na	na
P32494	NGG1	P35187	SGS1	1|0|1|3	0|0|0|0	-	1.25	2.20943562536	1.97280395105	0.16	0	0	na	na
P32494	NGG1	P35184	SQT1	2|2|1|0	7|7|8|4	-	1.25	0.297910337253	0.245255533964	0.0	0	0	na	na
P32494	NGG1	P34162	SRB2	2|3|3|3	4|5|5|2	-	2.75	0.742880261472	0.649484964968	0.0	1	1	 || pubmed:9488488|pubmed:9858534 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9488488|pubmed:9858534 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P35189	TAF14	7|8|7|8	6|6|8|10	-	7.5	0.98413754056	0.912602687748	0.0	0	0	na	na
P32494	NGG1	Q07915	RLP24	4|9|7|10	2|3|2|5	-	7.5	2.11259831948	1.87225964007	0.34	0	0	na	na
P32494	NGG1	P15873	POL30	1|1|0|0	2|2|1|0	-	0.5	0.66790345027	0.531705799314	0.0	0	0	na	na
P32494	NGG1	P07560	SEC4	3|3|3|2	6|10|7|5	-	2.75	0.466954584404	0.427739491363	0.0	0	0	na	na
P32494	NGG1	P47143	ADO1	1|0|0|0	6|6|9|8	-	0.25	0.149384941401	0.133481021468	0.0	0	0	na	na
P32494	NGG1	P02407;P14127	P02407;P14127	31|26|26|20	12|20|12|12	-	25.75	1.77150336602	1.6796573694	0.02	0	0	na	na
P32494	NGG1	P60010	ACT1	23|23|19|17	44|49|44|43	-	20.5	0.461645917302	0.450619340913	0.0	0	1	na	 || pubmed:16429126 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q07623	NOP6	7|4|8|7	0|0|0|0	-	6.5	7.37164723456	7.22634695149	0.99	0	0	na	na
P32494	NGG1	Q01722	GCR2	2|4|3|4	9|9|7|7	-	3.25	0.4688797999	0.441606190723	0.0	0	0	na	na
P32494	NGG1	P53276	UTP8	45|40|39|39	18|16|10|6	-	40.75	3.05297397845	2.62720637736	0.68	0	0	na	na
P32494	NGG1	P32502	GCD7	3|1|2|2	5|9|6|6	-	2.0	0.396050603271	0.364482175263	0.0	0	0	na	na
P32494	NGG1	P32501	GCD6	12|8|4|8	17|13|16|15	-	8.0	0.542037122015	0.483023457617	0.0	0	0	na	na
P32494	NGG1	P32504	CBF2	5|4|4|2	0|0|0|0	-	3.75	4.69984644827	4.55540560355	0.92	0	0	na	na
P32494	NGG1	Q08208	NOP12	35|38|43|36	4|6|4|2	-	38.0	7.73596060369	6.80108472176	1.0	0	0	na	na
P32494	NGG1	Q08206	YOL036W	0|0|0|2	0|0|0|0	-	0.5	1.48201434799	1.30811189923	0.09	0	0	na	na
P32494	NGG1	P53930	YAF9	3|3|2|2	0|1|1|0	-	2.5	2.3191440328	2.06465518261	0.71	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P89886	TMA20	1|0|2|3	2|1|2|1	-	1.5	0.974498982075	0.803348950555	0.05	0	0	na	na
P32494	NGG1	P53935	NST1	5|5|5|4	7|7|7|10	-	4.75	0.649092843413	0.617666179741	0.0	0	0	na	na
P32494	NGG1	P34760	TSA1	10|11|12|15	11|14|12|11	-	12.0	0.986935632885	0.953374920331	0.0	0	0	na	na
P32494	NGG1	P34761	WHI3	1|0|0|1	10|6|10|7	-	0.5	0.15857550116	0.13665590631	0.0	0	0	na	na
P32494	NGG1	Q00055	GPD1	4|2|5|5	17|19|18|16	-	4.0	0.265467629364	0.250034042202	0.0	0	0	na	na
P32494	NGG1	P05319	RPP2A	9|11|19|16	7|13|12|9	-	13.75	1.29574479659	1.14544532127	0.0	0	0	na	na
P32494	NGG1	P05318	RPP1A	5|6|6|5	3|4|4|6	-	5.5	1.2253943651	1.13500855648	0.0	0	0	na	na
P32494	NGG1	P27637	BUD14	1|1|1|0	8|4|3|7	-	0.75	0.267581219915	0.229404915578	0.0	0	0	na	na
P32494	NGG1	P05317	RPP0	51|51|42|45	25|28|24|25	-	47.25	1.79720670833	1.77765703712	0.0	0	0	na	na
P32494	NGG1	P00931	TRP5	8|4|10|2	24|20|25|18	-	6.0	0.301635088608	0.253703034754	0.0	0	0	na	na
P32494	NGG1	Q08444	NOB1	21|19|21|19	3|6|1|3	-	20.0	4.95052729218	4.22734009426	0.99	0	0	na	na
P32494	NGG1	P0CX27;P0CX28	P0CX27;P0CX28	21|23|20|19	5|6|5|5	-	20.75	3.44167639166	3.3818671372	0.83	0	0	na	na
P32494	NGG1	P06367	RPS14A	2|2|2|3	1|1|3|2	-	2.25	1.15714789327	1.04350512089	0.03	0	0	na	na
P32494	NGG1	P53336	YGR283C	1|1|1|0	0|0|0|0	-	0.75	1.74459658792	1.67709722557	0.0	0	0	na	na
P32494	NGG1	P53337	ERV29	2|0|0|0	1|1|2|2	-	0.5	0.588337800081	0.48272012461	0.01	0	0	na	na
P32494	NGG1	P22213	SLY1	1|0|1|0	9|10|6|7	-	0.5	0.1658209513	0.147533425963	0.0	0	0	na	na
P32494	NGG1	Q04119	PPN1	4|2|3|4	4|4|3|5	-	3.25	0.836722511452	0.778665432193	0.0	0	0	na	na
P32494	NGG1	Q01477	UBP3	23|17|18|21	11|4|4|10	-	19.75	2.45804861645	2.14151528915	0.53	1	1	 || pubmed:18931302|pubmed:9753545|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302|pubmed:9753545|pubmed:8663102 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P0CX51;P0CX52	P0CX51;P0CX52	22|17|20|17	20|17|17|18	-	19.0	1.0337531073	0.991525797954	0.0	0	0	na	na
P32494	NGG1	P52553	YKE2	2|1|0|2	0|1|4|4	-	1.25	0.676383836246	0.505065583048	0.0	0	0	na	na
P32494	NGG1	P10363	PRI1	2|1|3|1	3|5|3|4	-	1.75	0.575820805685	0.527962099849	0.0	0	0	na	na
P32494	NGG1	P43132	BRE2	1|1|0|1	1|1|1|1	-	0.75	0.868520930295	0.825895193061	0.0	1	1	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q92331	VPS5	0|0|1|1	0|2|3|2	-	0.5	0.540518612266	0.421218787198	0.0	0	0	na	na
P32494	NGG1	P00330	ADH1	19|14|19|23	52|54|54|54	-	18.75	0.355395083871	0.345110295199	0.0	0	0	na	na
P32494	NGG1	Q12338	RNH203	6|6|6|6	0|0|0|0	-	6.0	6.91362257148	6.91139342416	1.0	0	0	na	na
P32494	NGG1	Q12339	UTP23	2|5|4|8	0|0|0|0	-	4.75	5.68573473095	5.27662937211	0.94	0	0	na	na
P32494	NGG1	Q12335	PST2	2|2|3|3	9|8|8|9	-	2.5	0.363330049268	0.34714626069	0.0	0	0	na	na
P32494	NGG1	P48240	MTR3	1|1|0|1	0|0|1|1	-	0.75	1.15001076052	0.993811572753	0.0	0	0	na	na
P32494	NGG1	P53200	EFM5	1|0|1|0	3|2|3|2	-	0.5	0.421974785822	0.375463928726	0.0	0	0	na	na
P32494	NGG1	P53201	SWC4	6|6|7|4	4|1|1|6	-	5.75	1.66166453749	1.39416903537	0.12	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P53202	CUL3	0|0|1|0	1|1|0|0	-	0.25	0.8368959772	0.718190313606	0.0	0	0	na	na
P32494	NGG1	P53204	NMA2	0|1|0|0	0|1|0|0	-	0.25	1.02005869362	0.910610717396	0.0	0	0	na	na
P32494	NGG1	P53207	SNU71	3|1|2|5	3|3|2|2	-	2.75	1.05204588006	0.933814200395	0.01	0	0	na	na
P32494	NGG1	Q03177	YMR102C	0|1|2|1	0|2|1|1	-	1.0	1.00727797368	0.805454772864	0.05	0	0	na	na
P32494	NGG1	P04046	ADE4	0|1|0|0	4|1|3|4	-	0.25	0.311068119228	0.251463869142	0.0	0	0	na	na
P32494	NGG1	P32329	YPS1	0|0|1|0	1|1|1|1	-	0.25	0.622912722873	0.586508221071	0.0	0	0	na	na
P32494	NGG1	P47017	LSM1	4|3|3|2	0|2|0|2	-	3.0	2.01185549205	1.70168601514	0.53	1	1	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:17314980 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P32327	PYC2	5|2|5|3	33|39|32|36	-	3.75	0.129952100181	0.123620117119	0.0	0	0	na	na
P32494	NGG1	P32324	EFT1;EFT2	54|56|53|50	99|104|92|103	-	53.25	0.532558665687	0.526260429403	0.0	0	0	na	na
P32494	NGG1	P47018	MTC1	10|6|11|10	27|39|26|29	-	9.25	0.32393198905	0.309189327499	0.0	0	0	na	na
P32494	NGG1	Q02979	GDE1	45|36|52|48	0|0|0|0	-	45.25	45.4803269307	45.1843358294	1.0	0	0	na	na
P32494	NGG1	Q02753	RPL21A	25|21|34|28	11|14|15|15	-	27.0	1.86574551254	1.74466686692	0.1	0	0	na	na
P32494	NGG1	P25586	KRR1	13|11|7|8	1|2|0|0	-	9.75	6.15610585856	5.26710966381	0.99	0	0	na	na
P32494	NGG1	P0CE41	HAP1	1|4|6|1	1|2|2|2	-	3.0	1.45424836557	1.14451135097	0.22	0	0	na	na
P32494	NGG1	P25588	MRC1	17|14|13|10	7|10|9|18	-	13.5	1.19386543407	1.06302055694	0.0	0	0	na	na
P32494	NGG1	Q12200	NCR1	3|0|0|0	2|3|3|4	-	0.75	0.429745694963	0.325203669092	0.0	0	0	na	na
P32494	NGG1	Q12275	YOR093C	2|0|0|3	0|0|0|0	-	1.25	2.20191301919	1.83538140882	0.14	0	0	na	na
P32494	NGG1	P38879	EGD2	4|4|4|4	1|2|1|0	-	4.0	2.48896412496	2.13499068176	0.75	0	0	na	na
P32494	NGG1	Q12207	NCE102	0|1|0|2	0|0|0|0	-	0.75	1.74019683252	1.56194169087	0.29	0	0	na	na
P32494	NGG1	P50101	UBP15	4|4|2|2	27|27|22|29	-	3.0	0.145627060091	0.135516133409	0.0	0	0	na	na
P32494	NGG1	P46949	FYV8	1|0|0|1	4|6|5|6	-	0.5	0.237419150937	0.211767707596	0.0	0	0	na	na
P32494	NGG1	P46948	SKI6	0|1|0|0	1|1|2|0	-	0.25	0.624535602533	0.507501867164	0.0	0	0	na	na
P32494	NGG1	P54791	ORC4	2|2|1|1	0|0|0|0	-	1.5	2.48323199505	2.43046161608	0.61	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P54790	ORC3	1|2|0|0	0|0|0|0	-	0.75	1.75581071768	1.56518272876	0.19	0	0	na	na
P32494	NGG1	P53685	HST1	1|2|0|4	0|0|0|0	-	1.75	2.71983941365	2.32347114226	0.45	0	0	na	na
P32494	NGG1	P33749	MSN4	35|29|28|37	8|5|4|10	-	32.25	4.21164633735	3.77634981176	0.91	0	1	na	 || pubmed:21179020 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P33748	MSN2	6|8|9|10	5|3|3|4	-	8.25	1.91582077979	1.7690457681	0.2	0	1	na	 || pubmed:21179020 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P40007	NOP16	13|15|17|14	1|0|1|0	-	14.75	10.243343716	9.14187492568	1.0	0	0	na	na
P32494	NGG1	P36049	EBP2	26|28|33|29	2|1|1|1	-	29.0	13.1039903784	12.451189378	1.0	0	0	na	na
P32494	NGG1	P36048	SNU114	3|2|0|2	2|2|1|1	-	1.75	1.09025094574	0.914114926608	0.03	0	0	na	na
P32494	NGG1	P40008	FMP52	0|0|1|1	9|9|8|11	-	0.5	0.145121576264	0.133366928131	0.0	0	0	na	na
P32494	NGG1	P40009	YND1	0|0|0|1	3|5|0|2	-	0.25	0.361183412332	0.278682457473	0.0	0	0	na	na
P32494	NGG1	P38630	RFC1	16|18|12|18	0|1|3|1	-	16.0	7.39253174832	6.153710388	1.0	0	0	na	na
P32494	NGG1	P36041	EAP1	1|1|1|2	1|1|3|1	-	1.25	0.881326421494	0.805374888636	0.01	0	0	na	na
P32494	NGG1	Q12114	CHS5	2|0|1|2	1|1|1|0	-	1.25	1.2599932705	1.0132815801	0.25	0	0	na	na
P32494	NGG1	Q12117	MRH1	7|9|7|6	5|6|6|5	-	7.25	1.25667835763	1.21002242075	0.0	0	0	na	na
P32494	NGG1	Q02199	NUP49	0|0|0|1	7|7|8|5	-	0.25	0.159593450738	0.141417763069	0.0	0	0	na	na
P32494	NGG1	P25297	PHO84	0|2|0|0	1|2|3|2	-	0.5	0.503873298997	0.39650393662	0.0	0	0	na	na
P32494	NGG1	P25294	SIS1	6|5|4|4	11|13|8|11	-	4.75	0.485419364736	0.450978108814	0.0	0	1	na	 || pubmed:19536198 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q12118	SGT2	6|1|2|4	18|41|22|18	-	3.25	0.163166956209	0.135879558055	0.0	0	0	na	na
P32494	NGG1	P25293	NAP1	10|14|14|8	19|24|24|19	-	11.5	0.550540520162	0.516036587197	0.0	0	0	na	na
P32494	NGG1	P16120	THR4	0|0|1|0	10|9|7|11	-	0.25	0.121684468136	0.109116451053	0.0	0	0	na	na
P32494	NGG1	P21192	ACE2	2|2|0|2	12|12|11|11	-	1.5	0.198020481948	0.178276233321	0.0	0	0	na	na
P32494	NGG1	Q00916	SNP1	4|3|3|3	0|0|0|0	-	3.25	4.19625703434	4.18050610618	0.97	0	0	na	na
P32494	NGG1	Q12379	SWM1	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	Q02354	UTP6	43|45|47|44	0|0|0|0	-	44.75	45.1262073244	45.0639221102	1.0	0	0	na	na
P32494	NGG1	P54000	SUB1	5|9|7|6	5|4|2|3	-	6.75	1.71405863147	1.51835922221	0.1	0	0	na	na
P32494	NGG1	P02829	HSP82	1|3|2|0	3|5|6|4	-	1.5	0.455256657624	0.369303112503	0.0	0	0	na	na
P32494	NGG1	P11633	NHP6B	1|0|1|1	0|0|0|0	-	0.75	1.72742127738	1.66274356914	0.0	0	0	na	na
P32494	NGG1	P53145	LSG1	56|41|49|39	0|1|0|0	-	46.25	37.6954900976	35.1554380996	1.0	0	0	na	na
P32494	NGG1	P33328	SNC2	1|1|1|1	1|2|2|1	-	1.0	0.795012837839	0.745254184853	0.0	0	0	na	na
P32494	NGG1	P33322	CBF5	46|53|48|61	16|20|15|18	-	52.0	2.87111802549	2.77885799992	0.56	0	0	na	na
P32494	NGG1	Q12060	HFI1	64|56|57|72	0|0|0|0	-	62.25	62.2124597946	62.0137122154	1.0	1	1	 || pubmed:16888622|pubmed:27647735|pubmed:20188666|pubmed:16554755|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:16888622|pubmed:27647735|pubmed:20188666|pubmed:16554755|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	O13585	YPR089W	5|4|4|5	10|11|12|9	-	4.5	0.470455668204	0.44920413999	0.0	0	0	na	na
P32494	NGG1	P40825	ALA1	3|2|2|5	24|25|20|23	-	3.0	0.164048449349	0.153664021648	0.0	0	0	na	na
P32494	NGG1	P37020	GEF1	0|0|1|1	9|11|11|8	-	0.5	0.138307636614	0.123853707683	0.0	0	0	na	na
P32494	NGG1	P0CH08;P0CH09	P0CH08;P0CH09	22|22|31|22	25|26|27|25	-	24.25	0.92919279838	0.901587208691	0.0	0	0	na	na
P32494	NGG1	P11745	RNA1	3|3|2|2	6|6|7|7	-	2.5	0.461106509047	0.437999592854	0.0	0	0	na	na
P32494	NGG1	P34221	PTC3	2|1|1|1	12|10|9|9	-	1.25	0.201917325887	0.192982303387	0.0	0	0	na	na
P32494	NGG1	P34223	SHP1	0|0|1|0	5|3|4|7	-	0.25	0.215772754838	0.184426371883	0.0	0	0	na	na
P32494	NGG1	Q03758	BUL2	1|0|0|0	2|6|6|5	-	0.25	0.216109728869	0.17842567012	0.0	0	0	na	na
P32494	NGG1	P34226	SKT5	0|1|1|2	0|0|0|0	-	1.0	1.9871651873	1.85465014902	0.31	0	0	na	na
P32494	NGG1	Q06506	RRP9	29|25|18|25	0|0|0|1	-	24.25	19.9025343219	18.4280209235	1.0	0	0	na	na
P32494	NGG1	Q06505	SPN1	37|25|31|26	1|1|3|1	-	29.75	11.9679710045	10.9978788634	1.0	0	0	na	na
P32494	NGG1	Q03750	TAF8	1|1|4|1	7|9|5|7	-	1.75	0.342735959267	0.292580485139	0.0	0	0	na	na
P32494	NGG1	P33299	RPT1	52|52|48|49	61|57|54|55	-	50.25	0.873725884825	0.854757800462	0.0	0	0	na	na
P32494	NGG1	P33298	RPT3	33|33|35|27	41|40|45|40	-	32.0	0.763877164428	0.734813255943	0.0	0	0	na	na
P32494	NGG1	P50947	PHO23	1|1|0|0	4|5|5|7	-	0.5	0.239554908167	0.212904500381	0.0	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P50942	INP52	1|2|2|4	0|1|0|0	-	2.25	2.60553640995	2.32728255766	0.7	1	1	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P38041	BOI1	4|2|3|6	0|0|0|0	-	3.75	4.66109607179	4.4671790475	0.92	0	0	na	na
P32494	NGG1	P02309	HHF1;HHF2	31|31|28|29	8|14|11|13	-	29.75	2.43621983263	2.2381516541	0.72	0	0	na	na
P32494	NGG1	Q3E747	YLR363W-A	2|1|1|1	0|0|1|0	-	1.25	1.76269690265	1.62494057836	0.61	0	0	na	na
P32494	NGG1	Q06188	YLR455W	14|9|5|4	0|0|0|0	-	8.0	8.87475331116	8.0875596783	0.99	0	0	na	na
P32494	NGG1	Q07457	BRE1	12|17|18|18	3|3|3|1	-	16.25	4.86137756939	4.19370398898	0.94	0	0	na	na
P32494	NGG1	P38682	GLO3	1|0|0|0	22|23|16|23	-	0.25	0.0564679079241	0.0506868413877	0.0	0	0	na	na
P32494	NGG1	P38687	SRP68	18|13|13|11	12|12|3|7	-	13.75	1.54330413061	1.28376139936	0.01	0	0	na	na
P32494	NGG1	P38689	PRS3	2|0|0|0	3|4|3|2	-	0.5	0.370705122591	0.302451026492	0.0	0	0	na	na
P32494	NGG1	P38219	OLA1	14|5|4|2	9|17|13|7	-	6.25	0.572056932099	0.430445457373	0.0	0	0	na	na
P32494	NGG1	P38264	PHO88	1|0|0|1	3|4|3|0	-	0.5	0.424160544058	0.324117469186	0.0	0	0	na	na
P32494	NGG1	P03875	AI1	1|0|3|2	0|0|0|0	-	1.5	2.46236516093	2.18327802738	0.39	0	0	na	na
P32494	NGG1	Q12453	CEX1	6|3|3|7	11|11|11|9	-	4.75	0.48946543085	0.44858910679	0.0	0	0	na	na
P32494	NGG1	Q12457	NSI1	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	Q03330	GCN5	93|93|106|94	0|0|0|0	-	96.5	96.112745644	95.9227098448	1.0	1	1	 || pubmed:19218239|pubmed:21149579|pubmed:9343382|pubmed:10490601|pubmed:20188666|pubmed:16554755|pubmed:14660704|pubmed:11773077|pubmed:7862114|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:19218239|pubmed:21149579|pubmed:9343382|pubmed:10490601|pubmed:20188666|pubmed:16554755|pubmed:14660704|pubmed:11773077|pubmed:7862114|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q12692	HTZ1	14|12|13|14	3|2|2|5	-	13.25	3.50103092638	3.19593934774	0.93	1	1	 || pubmed:17314980|pubmed:18931302|pubmed:11081628 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:17314980|pubmed:18931302|pubmed:11081628 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P48813	GNP1	4|2|2|3	10|10|7|7	-	2.75	0.389241421705	0.362569803903	0.0	0	0	na	na
P32494	NGG1	P40535	CST6	1|0|0|1	30|33|27|40	-	0.5	0.0442402784391	0.0401900985811	0.0	0	0	na	na
P32494	NGG1	Q03774	TRM82	1|0|2|1	0|0|0|0	-	1.0	1.97438963216	1.83919208973	0.35	0	0	na	na
P32494	NGG1	P06778	RAD52	5|4|7|9	1|1|0|1	-	6.25	4.09752959214	3.47735802031	0.88	0	0	na	na
P32494	NGG1	P40531	GVP36	5|1|2|4	19|26|20|17	-	3.0	0.18259366879	0.159878736342	0.0	0	0	na	na
P32494	NGG1	P13188	GLN4	2|1|0|0	6|11|8|8	-	0.75	0.188773393837	0.157867084095	0.0	0	0	na	na
P32494	NGG1	Q06538	CSC1	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	P40018	SMB1	1|1|2|1	0|0|0|0	-	1.25	2.23257211669	2.19607420753	0.67	0	0	na	na
P32494	NGG1	Q06698	YLR419W	13|8|10|15	1|2|0|0	-	11.5	7.11547447047	6.12414076482	1.0	0	0	na	na
P32494	NGG1	P38193	PSY4	2|1|1|1	1|2|2|1	-	1.25	0.890884153031	0.823273249751	0.01	0	0	na	na
P32494	NGG1	Q06697	CDC73	55|37|49|47	2|2|1|0	-	47.0	21.0281506427	17.6349080066	1.0	0	0	na	na
P32494	NGG1	Q04233	GIS4	1|1|1|1	2|0|0|1	-	1.0	1.1264904508	0.984394525346	0.0	0	0	na	na
P32494	NGG1	P32644	ECM32	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P35178	RRP1	4|3|6|5	8|13|8|8	-	4.5	0.532237073207	0.502364628956	0.0	0	0	na	na
